Name,d,epochs,MSE,MAE,MAPE,R2 Square,TRAIN MSE,TIME,p,lr
Snap Star (shot wrmp),4,30,11.28067,2.25693,0.11517,0.86452,2.35168,6,0.1,0.01
Snap Star (new wrmp),4,30,11.68679,2.29561,0.11906,0.85964,2.85633,5,0.1,0.01
Classic Star (new wrmp),4,30,12.81878,2.28822,0.11188,0.84605,2.57871,5,0.0,0.01
Classic Star (no wrmp),4,30,12.2834,2.22566,0.11201,0.85248,2.11229,6,0.0,0.01
Big NN,4,30,13.1481,2.54378,0.14205,0.84209,4.29911,3,0.0,0.01
Ensemble,4,30,11.41425,2.21214,0.11449,0.86292,2.11199,5,0.0,0.01
Snap Ensemble,4,30,12.35387,2.28384,0.1143,0.85163,1.68706,5,0.0,0.01
Snap Star (shot wrmp),4,30,12.95732,2.28644,0.11398,0.84439,1.52057,6,0.0,0.01
Snap Star (new wrmp),4,30,12.7222,2.27389,0.11442,0.84721,1.61044,5,0.0,0.01
Classic Star (new wrmp),3,30,10.89189,2.17789,0.11257,0.86919,2.82185,4,0.1,0.01
Classic Star (no wrmp),3,30,10.77888,2.24545,0.11947,0.87055,2.90889,5,0.1,0.01
Big NN,3,30,16.24776,2.61782,0.13251,0.80487,5.07739,3,0.1,0.01
Ensemble,3,30,10.87837,2.26204,0.11904,0.86935,3.69212,4,0.1,0.01
Snap Ensemble,3,30,11.68095,2.26964,0.11747,0.85971,2.86437,4,0.1,0.01
Snap Star (shot wrmp),3,30,11.76234,2.24219,0.11286,0.85874,2.34215,5,0.1,0.01
Snap Star (new wrmp),3,30,11.15858,2.22632,0.1149,0.86599,2.55484,4,0.1,0.01
Classic Star (new wrmp),3,30,12.4259,2.32818,0.11563,0.85077,3.60866,4,0.0,0.01
Classic Star (no wrmp),3,30,11.02544,2.28272,0.12071,0.86759,2.72485,5,0.0,0.01
Big NN,3,30,11.30856,2.39859,0.13472,0.86419,4.02675,3,0.0,0.01
Ensemble,3,30,11.67731,2.24275,0.11365,0.85976,2.19513,4,0.0,0.01
Snap Ensemble,3,30,10.9078,2.23103,0.11283,0.869,1.8899,4,0.0,0.01
Snap Star (shot wrmp),3,30,10.37962,2.15262,0.10795,0.87534,1.59378,5,0.0,0.01
Snap Star (new wrmp),3,30,10.38112,2.21501,0.11543,0.87533,2.01736,4,0.0,0.01
Classic Star (new wrmp),2,30,11.74412,2.34413,0.11969,0.85896,3.09459,3,0.1,0.01
Classic Star (no wrmp),2,30,11.16071,2.22907,0.11186,0.86596,3.0892,4,0.1,0.01
Big NN,2,30,17.51074,2.61377,0.13797,0.7897,4.65594,2,0.1,0.01
Ensemble,2,30,14.4256,2.55747,0.13553,0.82675,5.51078,3,0.1,0.01
Snap Ensemble,2,30,12.04694,2.31007,0.12055,0.85532,3.17952,3,0.1,0.01
Snap Star (shot wrmp),2,30,11.6293,2.2978,0.11815,0.86033,2.44126,4,0.1,0.01
Snap Star (new wrmp),2,30,11.79945,2.33172,0.12528,0.85829,3.3289,3,0.1,0.01
Classic Star (new wrmp),2,30,11.97178,2.26133,0.11867,0.85622,2.21294,3,0.0,0.01
Classic Star (no wrmp),2,30,11.10625,2.1705,0.11136,0.86662,2.03488,4,0.0,0.01
Big NN,2,30,14.40461,2.80243,0.14247,0.827,9.00998,2,0.0,0.01
Ensemble,2,30,12.13208,2.22754,0.11357,0.8543,2.31317,3,0.0,0.01
Snap Ensemble,2,30,11.787,2.26706,0.1152,0.85844,1.98035,3,0.0,0.01
Snap Star (shot wrmp),2,30,11.31111,2.26523,0.11235,0.86416,1.8194,4,0.0,0.01
Snap Star (new wrmp),2,30,11.99034,2.30466,0.11595,0.856,2.29649,3,0.0,0.01
Classic Star (new wrmp),1,30,12.86125,2.40262,0.12579,0.84554,3.59888,2,0.1,0.01
Classic Star (no wrmp),1,30,11.92184,2.39966,0.12873,0.85682,3.48248,2,0.1,0.01
Big NN,1,30,13.28331,2.38071,0.12089,0.84047,3.76991,2,0.1,0.01
Ensemble,1,30,11.83765,2.35911,0.1275,0.85783,3.66165,2,0.1,0.01
Snap Ensemble,1,30,12.82966,2.42249,0.12634,0.84592,3.96785,2,0.1,0.01
Snap Star (shot wrmp),1,30,12.81537,2.40873,0.1219,0.84609,3.22088,2,0.1,0.01
Snap Star (new wrmp),1,30,13.22977,2.45137,0.12254,0.84111,4.09067,2,0.1,0.01
Classic Star (new wrmp),1,30,13.26053,2.34949,0.11803,0.84074,2.6338,2,0.0,0.01
Classic Star (no wrmp),1,30,12.35718,2.26177,0.1111,0.85159,2.68899,2,0.0,0.01
Big NN,1,30,12.99182,2.27769,0.1193,0.84397,2.35003,2,0.0,0.01
Ensemble,1,30,10.51316,2.19352,0.11603,0.87374,2.38407,2,0.0,0.01
Snap Ensemble,1,30,11.92126,2.25859,0.1162,0.85683,2.16585,2,0.0,0.01
Snap Star (shot wrmp),1,30,12.9488,2.37175,0.12075,0.84449,2.58573,2,0.0,0.01
Snap Star (new wrmp),1,30,13.08055,2.39532,0.1288,0.84291,2.93373,2,0.0,0.01
Classic Star (new wrmp),5,200,10.10494,2.09981,0.1075,0.87864,1.13686,46,0.1,0.01
Classic Star (no wrmp),5,200,11.19595,2.17355,0.10961,0.86554,1.49514,52,0.1,0.01
Big NN,5,200,14.87929,2.48959,0.11489,0.8213,2.39513,28,0.1,0.01
Ensemble,5,200,10.86617,2.18393,0.11069,0.8695,2.52466,43,0.1,0.01
Snap Ensemble,5,200,10.57288,2.18329,0.11291,0.87302,1.76387,43,0.1,0.01
Snap Star (shot wrmp),5,200,9.96645,2.12554,0.10839,0.88031,1.19807,52,0.1,0.01
Snap Star (new wrmp),5,200,9.9283,2.09014,0.10638,0.88076,1.30519,49,0.1,0.01
Classic Star (new wrmp),5,200,9.54312,2.06327,0.10421,0.88539,0.68504,44,0.0,0.01
Classic Star (no wrmp),5,200,9.95163,2.0762,0.10509,0.88048,0.6916,49,0.0,0.01
Big NN,5,200,9.98897,2.15354,0.11375,0.88003,0.99005,26,0.0,0.01
Ensemble,5,200,10.29993,2.06789,0.10062,0.8763,0.99304,41,0.0,0.01
Snap Ensemble,5,200,10.55785,2.15164,0.10857,0.8732,0.77669,42,0.0,0.01
Snap Star (shot wrmp),5,200,10.96087,2.16316,0.10806,0.86836,0.7807,50,0.0,0.01
Snap Star (new wrmp),5,200,10.87144,2.17466,0.10874,0.86944,0.80185,47,0.0,0.01
Classic Star (new wrmp),4,200,9.66307,2.0873,0.10972,0.88395,1.36538,38,0.1,0.01
Classic Star (no wrmp),4,200,10.34254,2.11552,0.10578,0.87579,1.43127,43,0.1,0.01
Big NN,4,200,11.11985,2.21849,0.10814,0.86645,1.92108,24,0.1,0.01
Ensemble,4,200,9.9944,2.1141,0.11307,0.87997,1.67866,36,0.1,0.01
Snap Ensemble,4,200,11.99888,2.29409,0.11785,0.8559,1.81473,36,0.1,0.01
Snap Star (shot wrmp),4,200,11.86113,2.25475,0.11265,0.85755,1.56642,43,0.1,0.01
Snap Star (new wrmp),4,200,11.45185,2.22258,0.1112,0.86247,1.49267,41,0.1,0.01
Classic Star (new wrmp),4,200,11.35664,2.18516,0.10904,0.86361,0.73756,124,0.0,0.01
Classic Star (no wrmp),4,200,11.23028,2.18577,0.11087,0.86513,0.64312,130,0.0,0.01
Big NN,4,200,12.76278,2.37172,0.12266,0.84672,1.4437,22,0.0,0.01
Ensemble,4,200,9.94581,2.1474,0.11023,0.88055,1.12055,34,0.0,0.01
Snap Ensemble,4,200,11.75198,2.1628,0.10601,0.85886,0.80548,35,0.0,0.01
Snap Star (shot wrmp),4,200,11.72588,2.19383,0.10933,0.85917,0.81891,41,0.0,0.01
Snap Star (new wrmp),4,200,12.43286,2.21939,0.10843,0.85068,0.98007,39,0.0,0.01
Classic Star (new wrmp),3,200,10.85135,2.20803,0.11277,0.86968,1.69763,29,0.1,0.01
Classic Star (no wrmp),3,200,10.12077,2.10797,0.10771,0.87845,1.4103,34,0.1,0.01
Big NN,3,200,9.52401,2.10366,0.10687,0.88562,1.09026,19,0.1,0.01
Ensemble,3,200,10.85681,2.25844,0.12395,0.86961,2.62624,29,0.1,0.01
Snap Ensemble,3,200,11.45406,2.2504,0.11502,0.86244,1.82758,29,0.1,0.01
Snap Star (shot wrmp),3,200,10.36826,2.16477,0.11114,0.87548,1.14817,35,0.1,0.01
Snap Star (new wrmp),3,200,10.32701,2.19476,0.11069,0.87597,1.30522,32,0.1,0.01
Classic Star (new wrmp),3,200,11.10187,2.14642,0.10845,0.86667,0.75522,28,0.0,0.01
Classic Star (no wrmp),3,200,10.39361,2.11267,0.10685,0.87518,0.72578,33,0.0,0.01
Big NN,3,200,12.16133,2.31855,0.112,0.85395,1.12311,18,0.0,0.01
Ensemble,3,200,10.1739,2.09572,0.10348,0.87781,0.60321,28,0.0,0.01
Snap Ensemble,3,200,13.05438,2.30573,0.11385,0.84322,0.73644,28,0.0,0.01
Snap Star (shot wrmp),3,200,13.60944,2.3176,0.1127,0.83655,0.80823,33,0.0,0.01
Snap Star (new wrmp),3,200,13.49955,2.32944,0.11357,0.83787,0.69928,31,0.0,0.01
Classic Star (new wrmp),2,200,9.34115,2.06921,0.10556,0.88781,1.09354,22,0.1,0.01
Classic Star (no wrmp),2,200,9.18108,2.03572,0.10509,0.88974,1.34196,26,0.1,0.01
Big NN,2,200,11.66138,2.29117,0.11824,0.85995,2.23155,15,0.1,0.01
Ensemble,2,200,10.50038,2.17959,0.11648,0.87389,2.76172,22,0.1,0.01
Snap Ensemble,2,200,10.67437,2.19016,0.11252,0.8718,1.93752,22,0.1,0.01
Snap Star (shot wrmp),2,200,9.85566,2.07724,0.10342,0.88164,1.29731,26,0.1,0.01
Snap Star (new wrmp),2,200,11.04249,2.21809,0.11223,0.86738,1.83471,25,0.1,0.01
Classic Star (new wrmp),2,200,10.12067,2.13188,0.10764,0.87845,0.74875,20,0.0,0.01
Classic Star (no wrmp),2,200,10.32939,2.10908,0.10517,0.87595,0.77908,24,0.0,0.01
Big NN,2,200,13.50207,2.44122,0.11872,0.83784,2.14267,15,0.0,0.01
Ensemble,2,200,11.37019,2.21181,0.10933,0.86345,0.85468,21,0.0,0.01
Snap Ensemble,2,200,10.31664,2.14138,0.1067,0.8761,0.84248,21,0.0,0.01
Snap Star (shot wrmp),2,200,10.0633,2.16715,0.10954,0.87914,0.81802,24,0.0,0.01
Snap Star (new wrmp),2,200,10.32215,2.18755,0.10983,0.87603,0.95318,23,0.0,0.01
Classic Star (new wrmp),1,200,9.95499,2.15463,0.11002,0.88044,1.89746,12,0.1,0.01
Classic Star (no wrmp),1,200,10.79292,2.17661,0.10692,0.87038,1.80923,16,0.1,0.01
Big NN,1,200,11.0024,2.29536,0.11466,0.86786,1.92529,11,0.1,0.01
Ensemble,1,200,12.07114,2.30356,0.11309,0.85503,2.17865,14,0.1,0.01
Snap Ensemble,1,200,9.80176,2.15041,0.11239,0.88228,1.58952,14,0.1,0.01
Snap Star (shot wrmp),1,200,10.01429,2.17164,0.11242,0.87973,1.52852,16,0.1,0.01
Snap Star (new wrmp),1,200,10.88103,2.18053,0.11247,0.86932,1.57711,15,0.1,0.01
Classic Star (new wrmp),1,200,9.56145,2.03714,0.10515,0.88517,0.70588,12,0.0,0.01
Classic Star (no wrmp),1,200,9.62887,2.07441,0.10746,0.88436,0.86499,16,0.0,0.01
Big NN,1,200,12.74588,2.26641,0.11451,0.84692,1.18353,11,0.0,0.01
Ensemble,1,200,10.56211,2.15698,0.10605,0.87315,1.31159,14,0.0,0.01
Snap Ensemble,1,200,11.4301,2.24268,0.11286,0.86273,1.01434,14,0.0,0.01
Snap Star (shot wrmp),1,200,11.8148,2.25051,0.11309,0.85811,0.97485,16,0.0,0.01
Snap Star (new wrmp),1,200,11.06406,2.22442,0.11577,0.86712,1.09243,15,0.0,0.01
Classic Star (new wrmp),5,150,10.00516,2.14138,0.10795,0.87984,2.06364,34,0.1,0.01
Classic Star (no wrmp),5,150,9.62007,2.11011,0.10705,0.88447,1.67272,39,0.1,0.01
Big NN,5,150,9.797,2.15712,0.11615,0.88234,1.4068,23,0.1,0.01
Ensemble,5,150,11.00477,2.18645,0.11316,0.86784,2.34214,33,0.1,0.01
Snap Ensemble,5,150,10.81734,2.23645,0.11778,0.87009,1.77996,32,0.1,0.01
Snap Star (shot wrmp),5,150,10.56906,2.1984,0.11335,0.87307,1.34348,39,0.1,0.01
Snap Star (new wrmp),5,150,10.51554,2.23554,0.11527,0.87371,1.65297,36,0.1,0.01
Classic Star (new wrmp),5,150,10.55575,2.13316,0.10834,0.87323,0.69627,33,0.0,0.01
Classic Star (no wrmp),5,150,10.52263,2.11478,0.107,0.87363,0.73529,37,0.0,0.01
Big NN,5,150,12.01484,2.29136,0.11434,0.8557,1.05525,20,0.0,0.01
Ensemble,5,150,10.97922,2.10185,0.10495,0.86814,0.72129,31,0.0,0.01
Snap Ensemble,5,150,11.94347,2.17378,0.10932,0.85656,0.52146,31,0.0,0.01
Snap Star (shot wrmp),5,150,11.28467,2.18984,0.11087,0.86447,0.39834,37,0.0,0.01
Snap Star (new wrmp),5,150,11.34466,2.15572,0.10799,0.86375,0.45074,35,0.0,0.01
Classic Star (new wrmp),4,150,10.88502,2.23135,0.11397,0.86927,1.65798,28,0.1,0.01
Classic Star (no wrmp),4,150,10.03678,2.07145,0.10691,0.87946,1.39893,33,0.1,0.01
Big NN,4,150,12.2718,2.1593,0.10485,0.85262,1.78371,19,0.1,0.01
Ensemble,4,150,10.12239,2.19545,0.12151,0.87843,2.53409,27,0.1,0.01
Snap Ensemble,4,150,11.08788,2.20448,0.11382,0.86684,1.69796,28,0.1,0.01
Snap Star (shot wrmp),4,150,10.8084,2.20796,0.11152,0.87019,1.5053,33,0.1,0.01
Snap Star (new wrmp),4,150,10.17513,2.12527,0.10641,0.8778,1.42932,30,0.1,0.01
Classic Star (new wrmp),4,150,11.77157,2.19621,0.10918,0.85863,0.82805,27,0.0,0.01
Classic Star (no wrmp),4,150,11.39788,2.20099,0.11056,0.86311,0.86324,31,0.0,0.01
Big NN,4,150,13.96161,2.38861,0.11319,0.83232,3.49555,17,0.0,0.01
Ensemble,4,150,11.80743,2.19431,0.11108,0.8582,1.16232,26,0.0,0.01
Snap Ensemble,4,150,11.13075,2.19332,0.10896,0.86632,0.83985,26,0.0,0.01
Snap Star (shot wrmp),4,150,11.62035,2.23778,0.11326,0.86044,0.76533,31,0.0,0.01
Snap Star (new wrmp),4,150,11.81378,2.23155,0.11236,0.85812,0.87798,29,0.0,0.01
Classic Star (new wrmp),3,150,9.05242,2.09575,0.11282,0.89128,1.36042,22,0.1,0.01
Classic Star (no wrmp),3,150,9.2154,2.06557,0.10669,0.88933,1.5209,26,0.1,0.01
Big NN,3,150,14.32926,2.38934,0.11667,0.82791,2.89906,15,0.1,0.01
Ensemble,3,150,9.80379,2.12991,0.11301,0.88226,1.94951,22,0.1,0.01
Snap Ensemble,3,150,10.84579,2.2002,0.11425,0.86974,1.71662,21,0.1,0.01
Snap Star (shot wrmp),3,150,9.93282,2.11526,0.11073,0.88071,1.40168,26,0.1,0.01
Snap Star (new wrmp),3,150,10.33693,2.18083,0.1147,0.87586,1.71804,24,0.1,0.01
Classic Star (new wrmp),3,150,10.72498,2.18204,0.11123,0.8712,1.01423,21,0.0,0.01
Classic Star (no wrmp),3,150,9.79482,2.06543,0.10236,0.88237,0.73111,25,0.0,0.01
Big NN,3,150,12.64769,2.32747,0.11235,0.8481,1.07998,14,0.0,0.01
Ensemble,3,150,11.19605,2.10199,0.10226,0.86554,1.33346,21,0.0,0.01
Snap Ensemble,3,150,11.9154,2.28413,0.11256,0.8569,0.87926,21,0.0,0.01
Snap Star (shot wrmp),3,150,11.10393,2.23126,0.11053,0.86664,0.85603,25,0.0,0.01
Snap Star (new wrmp),3,150,11.44813,2.2309,0.11042,0.86251,0.88624,23,0.0,0.01
Classic Star (new wrmp),2,150,9.44539,2.16702,0.11636,0.88656,1.80369,16,0.1,0.01
Classic Star (no wrmp),2,150,10.23134,2.20055,0.11254,0.87712,1.87171,19,0.1,0.01
Big NN,2,150,11.03313,2.21362,0.11759,0.86749,1.8138,12,0.1,0.01
Ensemble,2,150,11.1474,2.27421,0.11772,0.86612,2.40955,16,0.1,0.01
Snap Ensemble,2,150,10.87163,2.21648,0.11407,0.86943,1.59189,16,0.1,0.01
Snap Star (shot wrmp),2,150,11.59429,2.25698,0.11428,0.86076,1.35725,19,0.1,0.01
Snap Star (new wrmp),2,150,11.16987,2.24266,0.11907,0.86585,1.88708,18,0.1,0.01
Classic Star (new wrmp),2,150,10.62498,2.10893,0.10603,0.8724,1.00818,16,0.0,0.01
Classic Star (no wrmp),2,150,10.94973,2.14699,0.10655,0.8685,1.03811,19,0.0,0.01
Big NN,2,150,10.56908,2.2051,0.11334,0.87307,1.06572,11,0.0,0.01
Ensemble,2,150,12.488,2.24681,0.10727,0.85002,1.43515,16,0.0,0.01
Snap Ensemble,2,150,11.92104,2.17948,0.10654,0.85683,0.91192,16,0.0,0.01
Snap Star (shot wrmp),2,150,12.04482,2.22559,0.10981,0.85534,1.0536,19,0.0,0.01
Snap Star (new wrmp),2,150,12.68375,2.27841,0.11049,0.84767,1.26138,18,0.0,0.01
Classic Star (new wrmp),1,150,9.89909,2.18744,0.11378,0.88111,1.57593,23,0.1,0.01
Classic Star (no wrmp),1,150,9.24213,2.10197,0.10907,0.889,1.39249,12,0.1,0.01
Big NN,1,150,12.09206,2.37581,0.12574,0.85478,1.95975,9,0.1,0.01
Ensemble,1,150,12.59835,2.33902,0.12032,0.8487,2.35006,11,0.1,0.01
Snap Ensemble,1,150,12.16308,2.33921,0.12235,0.85392,2.21314,10,0.1,0.01
Snap Star (shot wrmp),1,150,11.24709,2.22365,0.11445,0.86492,1.7694,12,0.1,0.01
Snap Star (new wrmp),1,150,11.06891,2.26081,0.11357,0.86706,2.23426,11,0.1,0.01
Classic Star (new wrmp),1,150,12.52832,2.32302,0.11421,0.84954,1.11684,9,0.0,0.01
Classic Star (no wrmp),1,150,12.14205,2.29614,0.11409,0.85418,1.05515,11,0.0,0.01
Big NN,1,150,14.40086,2.52517,0.12645,0.82705,1.79992,8,0.0,0.01
Ensemble,1,150,12.2432,2.24845,0.11305,0.85296,1.43217,10,0.0,0.01
Snap Ensemble,1,150,11.78416,2.23885,0.11214,0.85847,1.03232,10,0.0,0.01
Snap Star (shot wrmp),1,150,11.00272,2.21843,0.11119,0.86786,0.98063,12,0.0,0.01
Snap Star (new wrmp),1,150,12.02449,2.23763,0.11191,0.85559,1.39605,11,0.0,0.01
Classic Star (new wrmp),5,75,9.2049,2.07278,0.10866,0.88945,1.92837,18,0.1,0.01
Classic Star (no wrmp),5,75,9.6444,2.09419,0.1077,0.88417,2.22542,20,0.1,0.01
Big NN,5,75,13.1372,2.39872,0.12589,0.84223,2.11658,11,0.1,0.01
Ensemble,5,75,12.08498,2.31442,0.11619,0.85486,3.3616,16,0.1,0.01
Snap Ensemble,5,75,10.89615,2.21234,0.11592,0.86914,2.08952,17,0.1,0.01
Snap Star (shot wrmp),5,75,10.37366,2.18689,0.11216,0.87541,1.39691,20,0.1,0.01
Snap Star (new wrmp),5,75,10.17005,2.13918,0.11206,0.87786,1.63485,19,0.1,0.01
Classic Star (new wrmp),5,75,10.30237,2.14406,0.10769,0.87627,1.20808,16,0.0,0.01
Classic Star (no wrmp),5,75,10.62655,2.14728,0.10568,0.87238,1.59137,19,0.0,0.01
Big NN,5,75,11.83172,2.34349,0.11889,0.8579,1.67706,10,0.0,0.01
Ensemble,5,75,11.28167,2.18804,0.10869,0.86451,1.97142,16,0.0,0.01
Snap Ensemble,5,75,11.62927,2.21485,0.10906,0.86034,0.95385,16,0.0,0.01
Snap Star (shot wrmp),5,75,11.7318,2.23515,0.10839,0.8591,0.81814,19,0.0,0.01
Snap Star (new wrmp),5,75,12.86113,2.29042,0.10924,0.84554,0.98457,17,0.0,0.01
Classic Star (new wrmp),4,75,12.07243,2.29581,0.11725,0.85501,2.34985,14,0.1,0.01
Classic Star (no wrmp),4,75,11.23532,2.24026,0.11428,0.86507,2.07108,16,0.1,0.01
Big NN,4,75,12.28437,2.31387,0.11635,0.85247,1.8771,9,0.1,0.01
Ensemble,4,75,12.19543,2.32712,0.12398,0.85354,2.82022,14,0.1,0.01
Snap Ensemble,4,75,10.90834,2.21331,0.11553,0.86899,1.92467,14,0.1,0.01
Snap Star (shot wrmp),4,75,10.75854,2.19033,0.11186,0.87079,1.40537,16,0.1,0.01
Snap Star (new wrmp),4,75,10.61838,2.21431,0.1144,0.87248,1.88817,15,0.1,0.01
Classic Star (new wrmp),4,75,10.71007,2.16127,0.10785,0.87137,1.23737,13,0.0,0.01
Classic Star (no wrmp),4,75,10.76928,2.16491,0.11015,0.87066,1.35723,15,0.0,0.01
Big NN,4,75,11.74736,2.31047,0.11612,0.85892,2.05877,9,0.0,0.01
Ensemble,4,75,10.85273,2.17161,0.10979,0.86966,1.50626,13,0.0,0.01
Snap Ensemble,4,75,11.42575,2.17201,0.10817,0.86278,1.01786,14,0.0,0.01
Snap Star (shot wrmp),4,75,11.05745,2.10928,0.10642,0.8672,0.9949,16,0.0,0.01
Snap Star (new wrmp),4,75,11.20161,2.12665,0.10597,0.86547,1.09907,15,0.0,0.01
Classic Star (new wrmp),3,75,10.30356,2.22394,0.11328,0.87626,1.98526,11,0.1,0.01
Classic Star (no wrmp),3,75,9.49414,2.15424,0.11308,0.88598,2.03588,13,0.1,0.01
Big NN,3,75,10.36486,2.2136,0.12045,0.87552,3.24784,7,0.1,0.01
Ensemble,3,75,10.72545,2.23127,0.1169,0.87119,2.22517,11,0.1,0.01
Snap Ensemble,3,75,10.0519,2.18163,0.11475,0.87928,2.04825,11,0.1,0.01
Snap Star (shot wrmp),3,75,10.44465,2.1924,0.11293,0.87456,1.76213,13,0.1,0.01
Snap Star (new wrmp),3,75,10.18734,2.19449,0.1135,0.87765,1.8151,12,0.1,0.01
Classic Star (new wrmp),3,75,11.03003,2.17497,0.10996,0.86753,1.52671,11,0.0,0.01
Classic Star (no wrmp),3,75,10.44953,2.15975,0.11095,0.8745,1.48081,12,0.0,0.01
Big NN,3,75,12.64785,2.29968,0.11227,0.8481,1.66663,7,0.0,0.01
Ensemble,3,75,8.65655,2.0672,0.10713,0.89604,1.21991,10,0.0,0.01
Snap Ensemble,3,75,11.1663,2.17969,0.10982,0.8659,1.09514,11,0.0,0.01
Snap Star (shot wrmp),3,75,10.9842,2.14748,0.10832,0.86808,1.05729,12,0.0,0.01
Snap Star (new wrmp),3,75,11.77676,2.20936,0.10878,0.85856,1.17513,12,0.0,0.01
Classic Star (new wrmp),2,75,11.99641,2.27388,0.11548,0.85593,2.38133,7,0.1,0.01
Classic Star (no wrmp),2,75,10.17268,2.16682,0.11037,0.87783,2.15858,9,0.1,0.01
Big NN,2,75,12.21774,2.32101,0.11495,0.85327,2.5459,6,0.1,0.01
Ensemble,2,75,11.41968,2.2319,0.11732,0.86285,2.40572,8,0.1,0.01
Snap Ensemble,2,75,11.68204,2.21713,0.11475,0.8597,2.03,8,0.1,0.01
Snap Star (shot wrmp),2,75,11.38218,2.16568,0.10766,0.8633,1.40548,9,0.1,0.01
Snap Star (new wrmp),2,75,11.19595,2.1864,0.11241,0.86554,2.26363,8,0.1,0.01
Classic Star (new wrmp),2,75,10.80339,2.2099,0.11068,0.87025,1.5578,7,0.0,0.01
Classic Star (no wrmp),2,75,10.80987,2.18261,0.11055,0.87018,1.4815,9,0.0,0.01
Big NN,2,75,14.40005,2.36913,0.11379,0.82706,1.75793,6,0.0,0.01
Ensemble,2,75,11.86909,2.18684,0.11137,0.85745,1.37636,8,0.0,0.01
Snap Ensemble,2,75,11.62166,2.23693,0.11144,0.86043,1.17147,8,0.0,0.01
Snap Star (shot wrmp),2,75,11.90701,2.29393,0.11685,0.857,1.05427,9,0.0,0.01
Snap Star (new wrmp),2,75,12.47375,2.29874,0.11542,0.85019,1.2288,8,0.0,0.01
Classic Star (new wrmp),1,75,11.42514,2.27902,0.11337,0.86279,3.12193,5,0.1,0.01
Classic Star (no wrmp),1,75,10.8954,2.40536,0.12425,0.86915,3.81485,6,0.1,0.01
Big NN,1,75,9.98047,2.2762,0.11863,0.88014,2.4671,4,0.1,0.01
Ensemble,1,75,13.56236,2.43329,0.11996,0.83712,4.37673,5,0.1,0.01
Snap Ensemble,1,75,12.43626,2.37137,0.1222,0.85064,2.51884,6,0.1,0.01
Snap Star (shot wrmp),1,75,10.66628,2.25302,0.11915,0.8719,2.06813,6,0.1,0.01
Snap Star (new wrmp),1,75,13.15134,2.3294,0.11542,0.84206,2.99167,6,0.1,0.01
Classic Star (new wrmp),1,75,10.84129,2.2093,0.11434,0.8698,1.39564,5,0.0,0.01
Classic Star (no wrmp),1,75,10.58623,2.20756,0.1135,0.87286,1.33518,6,0.0,0.01
Big NN,1,75,9.85163,2.15476,0.11582,0.88168,2.01624,4,0.0,0.01
Ensemble,1,75,11.40909,2.26521,0.12133,0.86298,1.82598,5,0.0,0.01
Snap Ensemble,1,75,12.27964,2.26295,0.1142,0.85252,1.55133,6,0.0,0.01
Snap Star (shot wrmp),1,75,12.27598,2.28349,0.11217,0.85257,1.95736,6,0.0,0.01
Snap Star (new wrmp),1,75,11.52555,2.31544,0.11884,0.86158,2.18351,6,0.0,0.01
Classic Star (new wrmp),5,30,12.88709,2.35248,0.12185,0.84523,3.38483,6,0.1,0.01
Classic Star (no wrmp),5,30,11.60071,2.26398,0.11544,0.86068,2.91129,7,0.1,0.01
Big NN,5,30,10.85048,2.35145,0.13001,0.86969,2.93945,4,0.1,0.01
Ensemble,5,30,11.25577,2.29967,0.11903,0.86482,4.17926,7,0.1,0.01
Snap Ensemble,5,30,11.90016,2.30882,0.11927,0.85708,2.78552,7,0.1,0.01
Snap Star (shot wrmp),5,30,10.66664,2.23933,0.11284,0.8719,2.13862,8,0.1,0.01
Snap Star (new wrmp),5,30,11.11111,2.2769,0.11697,0.86656,2.81855,7,0.1,0.01
Classic Star (new wrmp),5,30,11.50037,2.20259,0.1152,0.86188,2.09745,6,0.0,0.01
Classic Star (no wrmp),5,30,12.00143,2.27304,0.11836,0.85587,2.28593,7,0.0,0.01
Big NN,5,30,15.96997,2.8569,0.13441,0.8082,7.87716,4,0.0,0.01
Ensemble,5,30,11.2724,2.27536,0.11697,0.86462,2.44066,6,0.0,0.01
Snap Ensemble,5,30,11.88337,2.27209,0.11333,0.85728,1.58536,6,0.0,0.01
Snap Star (shot wrmp),5,30,11.54694,2.23184,0.11115,0.86132,1.43935,7,0.0,0.01
Snap Star (new wrmp),5,30,12.81456,2.29659,0.11179,0.8461,1.57335,6,0.0,0.01
Classic Star (new wrmp),4,30,13.00324,2.39656,0.12657,0.84383,3.6342,5,0.1,0.01
Classic Star (no wrmp),4,30,12.02021,2.31706,0.1199,0.85564,3.19086,6,0.1,0.01
Big NN,4,30,13.16794,2.32826,0.11243,0.84186,3.29522,4,0.1,0.01
Ensemble,4,30,11.81807,2.33903,0.12282,0.85807,3.31589,5,0.1,0.01
Snap Ensemble,4,30,11.60192,2.31075,0.12012,0.86066,3.06821,5,0.1,0.01
Snap Star (shot wrmp),4,30,10.99452,2.24628,0.11621,0.86796,2.41154,6,0.1,0.01
Snap Star (new wrmp),4,30,10.81194,2.26918,0.11937,0.87015,2.67345,5,0.1,0.01
Classic Star (new wrmp),4,30,10.88464,2.19493,0.11114,0.86928,2.47852,5,0.0,0.01
Classic Star (no wrmp),4,30,10.44737,2.17335,0.11214,0.87453,2.22651,6,0.0,0.01
Big NN,4,30,13.13755,2.45163,0.13033,0.84222,4.69174,3,0.0,0.01
